category,content,link,ref-link
ข้อความหรือข้อความนี้เป็นจริงบางส่วน,ขึ้นอยู่กับความสามารถเเละสายงานที่ทำครับ,https://cofact.org/article/39yhcboaflkza,['https://th.jobsdb.com/th-th/articles/%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B8%94%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%84%E0%B8%AD%E0%B8%97%E0%B8%B5-%E0%B9%80%E0%B8%87%E0%B8%B4%E0%B8%99%E0%B9%80%E0%B8%94%E0%B8%B7%E0%B8%AD%E0%B8%99/']
ข้อความหรือข้อความนี้เป็นจริงเกือบทั้งหมด,"อเด็คโก้ เผยปี 63 อาชีพสายไอทีสำหรับเด็กจบใหม่ มีเงินเดือนเริ่มต้นสูงสุด 40,000 บาท ขณะที่เงินเดือนเริ่มต่ำสุด 12,000 บาท สูงขึ้นจาก 5 ปีที่",https://cofact.org/article/39yhcboaflkza,['https://www.bangkokbiznews.com/news/detail/866063']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,ดร.นพ.ปกรัฐ หังสสูต ผู้ช่วยศาสตราจารย์ หน่วยไวรัสวิทยา ภาควิชาจุลชีววิทยา คณะแพทยศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย ให้สัมภาษณ์ทางโทรศัพท์กับสำนัก,https://cofact.org/article/147g84sremuj8,['https://factcheckthailand.afp.com/green-tea-covid19-th']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,โพสต์ที่อ้างอิงสรรพคุณของชาเขียวมัทฉะว่าช่วยเพิ่มภูมิคุ้มกัน​ให้กับร่างกายพื่อป้องกันไวรัสโคโรน่าสายพันธุ์ใหม่ 2019 ได้ถูกแชร์ออกไปหลายร้อยค,https://cofact.org/article/147g84sremuj8,['https://factcheckthailand.afp.com/green-tea-covid19-th']
ข้อความหรือข้อความนี้เป็นจริงเกือบทั้งหมด,น.ส.ไตรศุลี ไตรสรณกุล รองโฆษกประจำสำนักนายกรัฐมนตรี เปิดเผยว่า ที่ประชุมครม.เห็นชอบหลักการกำหนดแผ่นป้ายทะเบียนรูปแบบพิเศษ โดยกำหนดให้ผู้ที่อ,https://cofact.org/article/2z8dhb5fvnq0n,"['https://www.dailynews.co.th/economic/822909', 'https://www.dailynews.co.th/economic/822909']"
ข้อความหรือข้อความนี้เป็นจริงเกือบทั้งหมด,โรงเรียนสายปัญญา ประกาศปิดเรียน วันที่ 9-19 ก.พ. 64 หลังพบนักเรียนติดเชื้อโควิด-19 อาศัยในหอพักย่านจุฬาฯ,https://cofact.org/article/1c619o56waye7,['https://www.prachachat.net/education/news-610064']
ข้อความหรือข้อความนี้เป็นจริงบางส่วน,จากประสบการณ์โดยเฉพาะแพทย์โรคไต เราก็พบว่า,https://cofact.org/article/2p91gzyyc22qi,['https://www.youtube.com/watch?v=6dETZue6zPw']
บรรณาธิการไม่สามารถตรวจสอบเนื้อหานี้ได้ หรือ เนื้อหานี้ไม่ได้อยู่ในขอบเขตการตรวจสอบของ Cofact,เนื้อหาอยู่ระหว่างการจรวจสอบ,https://cofact.org/article/2s2nxnavg6nvh,[]
บรรณาธิการไม่สามารถตรวจสอบเนื้อหานี้ได้ หรือ เนื้อหานี้ไม่ได้อยู่ในขอบเขตการตรวจสอบของ Cofact,เนื้อหาอยู่ระหว่างการตรวจสอบ,https://cofact.org/article/2fx2jkvjawmdn,[]
บรรณาธิการไม่สามารถตรวจสอบเนื้อหานี้ได้ หรือ เนื้อหานี้ไม่ได้อยู่ในขอบเขตการตรวจสอบของ Cofact,เนื้อหาอยู่ระหว่างการตรวจสอบ,https://cofact.org/article/31do8e2t2yeg2,[]
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,* โฆษณาเกินจริง,https://cofact.org/article/31do8e2t2yeg2,[]
ข้อความหรือข้อความนี้เป็นจริงบางส่วน,อังกฤษพบผู้ที่มีอาการป่วยจากการฉีดวัคซีน 2 ราย ซึ่งทั้งคู่มีประวัติโรคภูมิแพ้มาก่อน กระทรวงสาธารณสุขจึงแจ้งเตือนให้คนที่เคยมีประวัติโรคภูมิแ,https://cofact.org/article/uh7vw0rnecv1,['https://www.prachachat.net/world-news/news-571783']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,ตามที่มีข่าวปรากฏในสื่อต่างๆ เกี่ยวกับประเด็นเรื่อง จุฬาฯ พบผู้ติดเชื้อโควิด-19 จำนวน 230 ราย ทางศูนย์ต่อต้านข่าวปลอมได้ดำเนินการตรวจสอบข้อเ,https://cofact.org/article/2rxchloj01ijr,['https://www.antifakenewscenter.com/ข่าวปลอม-อย่าแชร์-จุฬาฯ-พบผู้ติดเชื้อโควิด-19-จำนวน-230-ราย/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,ตามที่มีการแชร์คลิปวิดีโอตามสื่อออนไลน์ เรื่อง ดื่มน้ำสกัดจากใบบัวบก ผักชีลาว คึ่นฉ่าย และมะระขี้นก ช่วยรักษามะเร็งก้านสมอง ทางศูนย์ต่อต้านข,https://cofact.org/article/1ufnsjema875v,['https://www.antifakenewscenter.com/ข่าวปลอม-อย่าแชร์-ดื่มน้ำสกัดจากใบบัวบก-ผักชีลาว-คึ่นฉ่าย-และมะระขี้นก-ช่วยรักษามะเร็งก้านสมอง/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,ตามที่ได้มีข่าวปรากฎในสื่อออนไลน์ต่างๆ ในประเด็นเรื่อง สปสช. เพิ่มช่องทางตรวจสอบสิทธิทางไลน์ ชื่อ check-sith ทางศูนย์ต่อต้านข่าวปลอมได้ตรวจส,https://cofact.org/article/29c2rdq6uu8h,['https://www.antifakenewscenter.com/ข่าวปลอม-อย่าแชร์-สปสช-เพิ่มช่องทางตรวจสอบสิทธิทางไลน์-ชื่อ-check-sith/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,ตามที่ได้มีการออกคำเตือนเกี่ยวกับเรื่อง ภาคใต้พายุเข้าต่อเนื่อง ฝนตกหนัก และน้ำท่วม วันที่ 10-13 ก.พ.64 ทางศูนย์ต่อต้านข่าวปลอมได้ตรวจสอบข้อ,https://cofact.org/article/1ccbvsmuj881i,['https://www.antifakenewscenter.com/ข่าวปลอม-อย่าแชร์-ภาคใต้พายุเข้าต่อเนื่อง-ฝนตกหนัก-และน้ำท่วม-วันที่-10-13-ก-พ-64/']
ข้อความหรือข้อความนี้เป็นจริงเกือบทั้งหมด,กรมวิทยาศาสตร์การแพทย์ กระทรวงสาธารณสุข สุ่มตรวจปาท่องโก๋ที่จำหน่ายในกรุงเทพฯ และปริมณฑล เพื่อเฝ้าระวังการปนเปื้อนบอแรกซ์ สารโพลาร์ในน้ำมันท,https://cofact.org/article/3076pi7bt1anm,['https://www.sanook.com/health/27261/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง, น้ำเกลือ คือเกลือโซเดียมคลอไรด์ละลายน้ำในบริสุทธิ์ปราศจากเชื้อ น้ำเกลือสำหรับใช้ภายนอกร่างกายมีความเข้มข้นร้อยละ 0.9 เนื่องจากเป็นความเข้มข,https://cofact.org/article/zrwtr0lwfs4c,['https://sure.oryor.com/index.php/detail/media_specify/857']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,   รอยฟกช้ำ มีสาเหตุมาจาก ร่างกายได้รับแรงกระแทก เช่น ถูกชน ถูกตี ทำให้หลอดเลือดแตก และขยายตัวทำให้มีเลือดมาเลี้ยงยังบริเวณที่ถูกกระแทก เกิด,https://cofact.org/article/53mw9mn23jb8,['https://sure.oryor.com/index.php/detail/media_specify/858']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง, สำหรับคอนแทคเลนส์รายวันเป็นแบบใช้ครั้งเดียวแล้วทิ้ง ส่วนชนิดอื่นสามารถใช้ได้หลายครั้งตามระยะเวลาที่กำหนด ดังนั้น การดูแลรักษาเพื่อใช้งานในค,https://cofact.org/article/clz25u7885dn,['https://sure.oryor.com/index.php/detail/media_specify/855']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,    โรคโควิด-19 ก่อให้เกิดความผิดปกติต่อระบบทางเดินหายใจ ปอดอักเสบ และทำให้เสียชีวิตได้ จึงทำให้หลายคนมีความพยายามที่จะหาวิธีป้องกัน จนมีคำถ,https://cofact.org/article/ka11etc1xuj1,['https://sure.oryor.com/index.php/detail/media_specify/859']
ข้อความหรือข้อความนี้เป็นจริงเกือบทั้งหมด,"""อภัยภูเบศร"" เผยผลในหลอดทดลอง ""ฟ้าทะลายโจร"" ลดเชื้อและยับยั้งการแพร่กระจายของไวรัสสายพันธุ์ใหม่ 2019 ได้ แต่ไม่สามารถสกัดการแพร่เข้าเซลล์ได้",https://cofact.org/article/2kbnlvp2f26nv,['https://news.thaipbs.or.th/content/301225']
ข้อความหรือข้อความนี้เป็นจริงเกือบทั้งหมด,การศึกษาในหลอดทดลองพบว่าไม่มีฤทธิ์ในการป้องกันเชื้อไวรัสโควิด 19 เข้าสู่เซลล์ ดังนั้นจึงไม่แนะนำให้รับประทานเพื่อป้องกันโควิด 19,https://cofact.org/article/2kbnlvp2f26nv,['https://www.facebook.com/dtam.moph/photos/a.419482954736180/5813339045350517/']
ข้อความหรือข้อความนี้เป็นจริงเกือบทั้งหมด,เสวนาทางวิชาการ เพื่อเผยแพร่ความรู้ให้บุคลากรทางการแพทย์ และประชาชน ในเรื่อง “ฟ้าทะลายโจรในการรักษาและป้องกันโรคโควิด-19: หลักฐานทางวิชาการ”,https://cofact.org/article/2kbnlvp2f26nv,['https://www.youtube.com/watch?v=Z66h5VqOnVY']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,"""ปานเทพ พัวพงษ์พันธ์"" คณบดีสถาบันแพทย์แผนบูรณาการและเวชศาสตร์ชะลอวัย มหาวิทยาลัยรังสิต โดยยืนยันชัดเจนว่า ""น้ำมะพร้าว"" ไม่ได้ช่วยเพิ่มสมรรถภ",https://cofact.org/article/37movk3f25wu3,['https://www.thairath.co.th/scoop/theissue/2030233']
ข้อความหรือเนื้อหานี้มีความเห็นส่วนตัว สมมติฐาน ทฤษฎีสมคบคิด ข้อมูลจากงานวิชาการที่ยังไม่มีข้อสรุป การนโน หรือ นั่งเทียนคิดเอา ฯ,9 ประโยชน์ดีๆ ที่ไม่ควรมองข้ามของ “น้ำมะพร้าว”,https://cofact.org/article/37movk3f25wu3,['https://www.sanook.com/health/5289/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง, น้ำมะพร้าวก็ถือเป็นเครื่องดื่มบำรุงกำลังที่มีราคาไม่แพง หาซื้อง่าย และมีสารอาหารเยอะมากนะครับ แต่มันช่วยเรื่องสุขภาพโดยรวมมากกว่า ดื่มได้แต,https://cofact.org/article/37movk3f25wu3,['https://mgronline.com/onlinesection/detail/9640000013786']
บรรณาธิการไม่สามารถตรวจสอบเนื้อหานี้ได้ หรือ เนื้อหานี้ไม่ได้อยู่ในขอบเขตการตรวจสอบของ Cofact,เนื้อหานี้อยู่นอกเหนือขอบเขตการตรวจสอบ,https://cofact.org/article/2cajf21c4ratu,['https://www.facebook.com/WhiteNewstv/photos/%E0%B8%A1%E0%B8%B2%E0%B9%80%E0%B8%A5%E0%B8%A2%E0%B9%8C%E0%B9%80%E0%B8%9C%E0%B8%A2%E0%B8%9F%E0%B8%B1%E0%B8%95%E0%B8%A7%E0%B8%B2-%E0%B8%9A%E0%B8%B8%EF%BF%BD/903102859771863/']
ข้อความหรือข้อความนี้เป็นจริงเกือบทั้งหมด,สภาวินิจฉัยปัญหาศาสนามาเลเซียออกฟัตวา (คำวินิจฉัย) ใหม่ว่าบุหรี่ไฟฟ้าเป็นสิ่งหะรอม (ต้องห้าม) ตามหลักการศาสนาอิสลาม,https://cofact.org/article/2cajf21c4ratu,['https://www.facebook.com/WhiteNewstv/photos/%E0%B8%A1%E0%B8%B2%E0%B9%80%E0%B8%A5%E0%B8%A2%E0%B9%8C%E0%B9%80%E0%B8%9C%E0%B8%A2%E0%B8%9F%E0%B8%B1%E0%B8%95%E0%B8%A7%E0%B8%B2-%E0%B8%9A%E0%B8%B8%EF%BF%BD/903102859771863/']
บรรณาธิการไม่สามารถตรวจสอบเนื้อหานี้ได้ หรือ เนื้อหานี้ไม่ได้อยู่ในขอบเขตการตรวจสอบของ Cofact,อยากรู้เหมือนกันคะ 😊,https://cofact.org/article/alf52za092kz,[]
บรรณาธิการไม่สามารถตรวจสอบเนื้อหานี้ได้ หรือ เนื้อหานี้ไม่ได้อยู่ในขอบเขตการตรวจสอบของ Cofact,อยากทราบข้อมูลเหมือนกันคะ ,https://cofact.org/article/alf52za092kz,[]
บรรณาธิการไม่สามารถตรวจสอบเนื้อหานี้ได้ หรือ เนื้อหานี้ไม่ได้อยู่ในขอบเขตการตรวจสอบของ Cofact,เนื้อนี้อยู่ในระหว่างการตรวจสอบ,https://cofact.org/article/alf52za092kz,[]
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,จากหลักฐานการทดลองที่พบในคน สรุปได้ว่า ถั่วเหลือง และน้ำเต้าหู้ ไม่ได้ทำให้คนเป็นมะเร็งเต้านมมากยิ่งขึ้น ในทางกลับกัน คนที่กินถั่วเหลืองมาก ,https://cofact.org/article/29310c3xpfhtz,['https://www.sanook.com/health/4781/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,ในน้ำเต้าหู้ และนมถั่วเหลืองนั้น จะมี “สารไฟโบเอสโตรเจน” ซึ่งเป็นเอสโตรเจนจากพืชผสมอยู่ แต่ว่าปริมาณที่บริโภคของเรานั้นไม่ได้เยอะมากพอที่จะส,https://cofact.org/article/29310c3xpfhtz,['https://www.phyathai.com/article_detail/3225/th/15_%E0%B8%84%E0%B8%A7%E0%B8%B2%E0%B8%A1%E0%B9%80%E0%B8%8A%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%9C%E0%B8%B4%E0%B8%94%E0%B9%86_%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%97%E0%B8%B3%E0%B9%83%E0%B8%AB%E0%B9%89%E0%B8%8A%E0%B8%B5%E0%B8%A7%E0%B8%B4%E0%B8%95%E0%B9%80%E0%B8%AA%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87!...%E0%B8%A1%E0%B8%B0%E0%B9%80%E0%B8%A3%E0%B9%87%E0%B8%87%E0%B9%80%E0%B8%95%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%A1']
บรรณาธิการไม่สามารถตรวจสอบเนื้อหานี้ได้ หรือ เนื้อหานี้ไม่ได้อยู่ในขอบเขตการตรวจสอบของ Cofact,อยากทราบข้อมูลเหมือนกันคะ ขอบคุณคะ🥰,https://cofact.org/article/tn885khtiycu,['https://news.thaipbs.or.th/content/292401']
บรรณาธิการไม่สามารถตรวจสอบเนื้อหานี้ได้ หรือ เนื้อหานี้ไม่ได้อยู่ในขอบเขตการตรวจสอบของ Cofact,,https://cofact.org/article/tn885khtiycu,['https://news.thaipbs.or.th/content/292401']
ข้อความหรือข้อความนี้เป็นจริงบางส่วน,กรมควบคุมโรค ยังไม่ฟันธงพบเชื้อก่อโรค COVID-19 ในน้ำอสุจิ เนื่องจากผลการศึกษาในจีนยังไม่ชัดเจน รวมทั้งไม่ชี้ชัดว่าเชื้อติดต่อทางเพศสัมพันธ์ไ,https://cofact.org/article/tn885khtiycu,['https://news.thaipbs.or.th/content/292401']
ข้อความหรือข้อความนี้เป็นจริงบางส่วน,งานวิจัยนี้ที่ตีพิมพ์ลงในวารสารการแพทย์จามา เน็ทเวิร์ก โอเพ่น เผยแพร่เมื่อวันที่ 7 พฤษภาคม เป็นผลงานการศึกษาของทีมนักวิจัยจีนจากโรงพยาบาลเทศ,https://cofact.org/article/tn885khtiycu,['https://www.matichon.co.th/foreign/news_2175701']
ข้อความหรือข้อความนี้เป็นจริงบางส่วน,"นักวิจัยจีน พบเชื้อไวรัส ""โคโรนาสายพันธุ์ใหม่"" ในตัวอย่างน้ำอสุจิของกลุ่มผู้ป่วย โควิด-19 จำนวน 6 ราย โดย 4 รายยังเข้ารับการรักษาตัวอยู่ ส่ว",https://cofact.org/article/tn885khtiycu,['https://www.amarintv.com/news/detail/30086']
ข้อความหรือข้อความนี้เป็นจริงบางส่วน,ช้ำในในที่นี้ ถ้าหมายถึงอาการทางกาย ก็สามารถช่วยได้ แต่ถ้าอาการทางใจ เวลาเท่านั้นจะเป็นสิ่งเยียวยา ✌🏻,https://cofact.org/article/2kh9dfad74clu,['https://www.sanook.com/health/8525/']
ข้อความหรือข้อความนี้เป็นจริงบางส่วน,ไม่จำเป็นต้องอกหัก โดนมวยก็ดื่มได้ เพราะช้ำทั้งตัว,https://cofact.org/article/2kh9dfad74clu,['https://www.sanook.com/health/8525/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง, ใบบัวบก หรืออีกชื่อเรียกทางวิทยาศาสตร์ว่า Centella asiatica อยู่ในวงศ์ตระกูลเดียวกันกับผักชี มีรูปร่างลักษณะคล้ายไต ขอบใบหยัก มีก้านใบยื่นย,https://cofact.org/article/2kh9dfad74clu,['https://www.brighttv.co.th/lifestyle/%E0%B9%83%E0%B8%9A%E0%B8%9A%E0%B8%B1%E0%B8%A7%E0%B8%9A%E0%B8%81-%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%8A%E0%B9%89%E0%B8%B3%E0%B9%83%E0%B8%99-%E0%B9%81%E0%B8%95%E0%B9%88%E0%B8%8A%E0%B9%89%E0%B8%B3%E0%B9%83']
ข้อความหรือข้อความนี้เป็นจริงบางส่วน,“ถึงแม้มันจะเหม็นแต่ก็มีประโยชน์ การรับก๊าซไฮโดรเจนซัลไฟด์ ในปริมาณที่มากเกินไปอาจเป็นอันตราย แต่หากรับในปริมาณที่พอดี อย่างกลิ่นตดจางๆ อาจช,https://cofact.org/article/t7tq41538zq9,['https://petmaya.com/ดมตดมีประโยชน์']
ข้อความหรือข้อความนี้เป็นจริงเกือบทั้งหมด,การสูดดมกลิ่นผายลมเป็นเรื่องที่ดี,https://cofact.org/article/t7tq41538zq9,['https://www.thaihealth.or.th/Content/46287-/%22%E0%B8%95%E0%B8%94/%22%20%E0%B8%81%E0%B9%87%E0%B8%A1%E0%B8%B5%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%82%E0%B8%A2%E0%B8%8A%E0%B8%99%E0%B9%8C%E0%B8%99%E0%B8%B0.html']
ข้อความหรือข้อความนี้เป็นจริงเกือบทั้งหมด,"กระทรวงแรงงาน ได้สรุปมาตรการเยียวยาประกันสังคมมาตรา 33 ให้กับผู้ประกันตนมาตรา 33 ที่ได้รับผลกระทบจากโควิด-19 โดยออกมาตรการใช้ชื่อว่า ""ม.33 เ",https://cofact.org/article/34nv57j25s4c2,['https://www.thansettakij.com/content/normal_news/468027']
ข้อความหรือข้อความนี้เป็นจริงเกือบทั้งหมด,เพื่อช่วยเหลือเยียวยาแบ่งเบาภาระค่าครองชีพ ของผู้ประกันตนมาตรา 33 ที่ได้รับผลกระทบจากการระบาดของโรคโควิด – 19 โดยรัฐบาลจะจ่ายเยียวยา รายละ 4,https://cofact.org/article/34nv57j25s4c2,['https://www.thansettakij.com/content/normal_news/467896']
ข้อความหรือเนื้อหานี้มีความเห็นส่วนตัว สมมติฐาน ทฤษฎีสมคบคิด ข้อมูลจากงานวิชาการที่ยังไม่มีข้อสรุป การนโน หรือ นั่งเทียนคิดเอา ฯ,ไม่จริงครับ,https://cofact.org/article/lyc237lyurw1,['https://www.thairath.co.th/news/local/524923']
ข้อความหรือเนื้อหานี้มีความเห็นส่วนตัว สมมติฐาน ทฤษฎีสมคบคิด ข้อมูลจากงานวิชาการที่ยังไม่มีข้อสรุป การนโน หรือ นั่งเทียนคิดเอา ฯ,ผมมองว่าอาจจะจริง  ถ้าเราเอามะนาวปาใส่งู  งูอาจจะกลัวก็เป็นไปได้ ,https://cofact.org/article/lyc237lyurw1,['https://www.thairath.co.th/news/local/524923']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,ไม่จริงครับ,https://cofact.org/article/lyc237lyurw1,['https://guru.sanook.com/8191/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,"ไม่เป็นความจริง จากการสอบถามสัตวแพทย์ด้านงู ได้คำตอบว่า ""ไม่จริง"" เป็นความเชื่อล้วนๆ เพราะความจริงแล้ว งูไม่กลัวมะนาวและเชือกกล้วยแต่อย่างใด",https://cofact.org/article/lyc237lyurw1,['https://guru.sanook.com/8191/']
ข้อความหรือเนื้อหานี้มีความเห็นส่วนตัว สมมติฐาน ทฤษฎีสมคบคิด ข้อมูลจากงานวิชาการที่ยังไม่มีข้อสรุป การนโน หรือ นั่งเทียนคิดเอา ฯ,ไม่จริงครับ,https://cofact.org/article/lyc237lyurw1,['https://www.thairath.co.th/news/society/1298449']
บรรณาธิการไม่สามารถตรวจสอบเนื้อหานี้ได้ หรือ เนื้อหานี้ไม่ได้อยู่ในขอบเขตการตรวจสอบของ Cofact,แลบลิ้นเพือจะได้กันเชื้อแบคทีเรีย 🤫,https://cofact.org/article/2wgektmf612cw,['https://www.sanook.com/campus/921393/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,ในสมัยที่ยังเป็นเด็กหลายคนคงเคยได้ยินคนเฒ่าคนแก่บอกว่า เวลาเห็นคนตาแดงอย่าเข้าไปไกล้ให้แลบลิ้นใส่ จะได้ไม่เป็นโรคตาแดง แล้วคุณหล่ะคิดอย่างไร,https://cofact.org/article/2wgektmf612cw,['https://www.sanook.com/campus/921393/']
ข้อความหรือเนื้อหานี้มีความเห็นส่วนตัว สมมติฐาน ทฤษฎีสมคบคิด ข้อมูลจากงานวิชาการที่ยังไม่มีข้อสรุป การนโน หรือ นั่งเทียนคิดเอา ฯ,ส่วนตัวคิดว่าเป็นความคิดที่ผู้ใหญ่ไม่อยากให้เด็กเข้าไปอยู่ใกล้คนที่เป็นตาแดงโดยมันจะเกิดการติดเชื้อได้ง่าย จึงคิดวิธีการที่จะไม่ให้เด็กไปอยู,https://cofact.org/article/2wgektmf612cw,[]
บรรณาธิการไม่สามารถตรวจสอบเนื้อหานี้ได้ หรือ เนื้อหานี้ไม่ได้อยู่ในขอบเขตการตรวจสอบของ Cofact,เนื้อหานี้ไม่อยู่ในขอบเขตการตรวจสอบ,https://cofact.org/article/2wgektmf612cw,[]
ข้อความหรือข้อความนี้เป็นจริงบางส่วน,ข่าวนี้ค่อนข้างที่จะเป็นได้ทั้งจริงและไม่จริง เพราะคนที่กำลังกายแล้วอ้วนขึ้นมันไม่ได้ขึ้นอยู่กับพฤติกรรมการออกกำลังกายอย่างเดียว  Fit Me spo,https://cofact.org/article/1pl3b3lucxnks,['https://www.fitmesport.com/why-runners-gain-weight/']
บรรณาธิการไม่สามารถตรวจสอบเนื้อหานี้ได้ หรือ เนื้อหานี้ไม่ได้อยู่ในขอบเขตการตรวจสอบของ Cofact,เนื้อหานี้ อยู่ระหว่างการตรวจสอบ,https://cofact.org/article/1pl3b3lucxnks,[]
บรรณาธิการไม่สามารถตรวจสอบเนื้อหานี้ได้ หรือ เนื้อหานี้ไม่ได้อยู่ในขอบเขตการตรวจสอบของ Cofact,เนื้อหานี้ไม่อยู่ในขอบเขตการตรวจสอบ,https://cofact.org/article/22flv62t7i8w5,[]
บรรณาธิการไม่สามารถตรวจสอบเนื้อหานี้ได้ หรือ เนื้อหานี้ไม่ได้อยู่ในขอบเขตการตรวจสอบของ Cofact,อะไรที่เป็นครั้งเเรก เราจะมีอาการตื่นเต้น ลุ้น เเม้กระทั้งหกล้ม ครั้งเเรกเจ็บเสมอ,https://cofact.org/article/2qbohiqov6mu5,['https://www.dek-d.com/board/view/3963518/']
ข้อความหรือข้อความนี้เป็นจริงบางส่วน,อยากทราบเหมือนกันคะ,https://cofact.org/article/2qbohiqov6mu5,['https://www.dek-d.com/board/view/3963518/']
บรรณาธิการไม่สามารถตรวจสอบเนื้อหานี้ได้ หรือ เนื้อหานี้ไม่ได้อยู่ในขอบเขตการตรวจสอบของ Cofact,เนื้อหานี้อยู่ระหว่างการตรวจสอบ,https://cofact.org/article/2qbohiqov6mu5,[]
ข้อความหรือข้อความนี้เป็นจริงบางส่วน,หลังจากได้พิจารณาศึกษาบทวิจัย หลักศาสนบัญญัติและสถิติการให้วัคซีนเพื่อป้องกันโรคโปลิโอและโรคอื่นๆ แล้ว พบว่า วัคซีนดังกล่าวทั้งชนิดรับประทาน,https://cofact.org/article/vr322kmn1qnu,['http://www.thaimuslim.com/%E0%B8%A7%E0%B8%B1%E0%B8%84%E0%B8%8B%E0%B8%B5%E0%B8%99%E0%B8%89%E0%B8%B5%E0%B8%94%E0%B9%84%E0%B8%94%E0%B9%89-%E0%B9%84%E0%B8%A1%E0%B9%88%E0%B8%82%E0%B8%B1%E0%B8%94%E0%B8%AB%E0%B8%A5%E0%B8%B1%E0%B8%81/']
ข้อความหรือข้อความนี้เป็นจริงเกือบทั้งหมด,ประธานกรรมการอิสลามประจำจังหวัดนราธิวาส กล่าวสร้างความเข้าใจ กรณีการฉีดวัคซีนโรคหัด โปลิโอ และวัคซีนทุกชนิดแก่เด็กและเยาวชนที่นับถือศาสนาอิส,https://cofact.org/article/vr322kmn1qnu,['https://www.matichon.co.th/region/news_1182823']
บรรณาธิการไม่สามารถตรวจสอบเนื้อหานี้ได้ หรือ เนื้อหานี้ไม่ได้อยู่ในขอบเขตการตรวจสอบของ Cofact,เนื้อหานี้อยู่ในระหว่างการตรวจสอบ,https://cofact.org/article/2b2t185ltgfo,[]
บรรณาธิการไม่สามารถตรวจสอบเนื้อหานี้ได้ หรือ เนื้อหานี้ไม่ได้อยู่ในขอบเขตการตรวจสอบของ Cofact,เนื้อหานี้อยู่ระหว่างการตรวจสอบ,https://cofact.org/article/1e5kal7p867w4,[]
บรรณาธิการไม่สามารถตรวจสอบเนื้อหานี้ได้ หรือ เนื้อหานี้ไม่ได้อยู่ในขอบเขตการตรวจสอบของ Cofact,เนื้อหานี้ไม่อยู่ในขอบเขตการตรวจสอบ ,https://cofact.org/article/3fbw1kxtez2z5,[]
ข้อความหรือข้อความนี้เป็นจริงบางส่วน,ไม่อย่างแน่นอน ไม่ใช่ผู้หญิงทุกคนที่จะมีเลือดออกอย่างเห็นได้ชัดหลังจากมีเพศสัมพันธ์ครั้งแรก,https://cofact.org/article/4a9uyk9gqxxf,['https://www.fhs.gov.hk/english/other_languages/thai/women_health/women_health/15644.html']
บรรณาธิการไม่สามารถตรวจสอบเนื้อหานี้ได้ หรือ เนื้อหานี้ไม่ได้อยู่ในขอบเขตการตรวจสอบของ Cofact,เนื้อหานี้ไม่อยู่ในขอบเขตการตรวจสอบ ,https://cofact.org/article/2y7mdzgjqy0wk,[]
บรรณาธิการไม่สามารถตรวจสอบเนื้อหานี้ได้ หรือ เนื้อหานี้ไม่ได้อยู่ในขอบเขตการตรวจสอบของ Cofact,ข้อมูลจากงานวิจัยชิ้นใหม่พบหลักฐานบ่งชี้ว่า ทางการจีนจงใจจับแยกเด็กชาวมุสลิมในเขตปกครองตนเองซินเจียง ออกจากครอบครัว ภาษา และศาสนาของพวกเขา ข,https://cofact.org/article/1z34f5ftkxms6,[]
บรรณาธิการไม่สามารถตรวจสอบเนื้อหานี้ได้ หรือ เนื้อหานี้ไม่ได้อยู่ในขอบเขตการตรวจสอบของ Cofact,เนื้อหานี้ไม่อยู่ในขอบเขตการตรวจสอบ ,https://cofact.org/article/xq6u3gwwlryj,[]
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,อาจเป็นเพียงประโยคขำขันเท่านั้น หรือบางคนอาจจะเป็นเช่นนั้นจริงหรือไม่ก็ได้ เป็นเรื่องแล้วแต่บุคคล,https://cofact.org/article/xq6u3gwwlryj,[]
